text,label,prediction,probability_positive,correct
"If anything, William Girdler was an opportunist who wanted a piece of the action in regards to whatever was popular during the time. I mean, a blaxploitation flick in Louisville, Kentucky..who would of thunk it?!?! I can just imagine the enthusiasm he must've had getting Pam Grier, quite a hot item, to star in his picture. If you are pretty familiar with the genre, Girdler's Sheba, Baby doesn't necessarily stray too far from formula. Despite a change of venue, the film still deals with a ruthless businessman nicknamed Shark who muscles in on loan companies, using stooges to threaten them in order to get their signatures. <br /><br />Grier is Sheba Shayne, a former Louisville cop working in Chicago who returns home at the request of her father's partner, Brick(Austin Stoker, Assault on Precinct 13). Sheba's father, despite Shark's bullying tactics(..his man in town is Pilot, a wannabe gangster, equipped with stooges who aren't that menacing, rather buffoonish in nature, so thin-skinned they hire hit men outside of town to shoot up the Shayne Loan building), won't give up his company, and this eventually costs him his life when a warning through the use of brute force, leads to his being killed. Sheba will get her revenge on all those responsible for his father's death. In other words, Shark's ass is grass..can you dig it? <br /><br />Seeing Grier with a magnum is enough to sell this particular film, the novelty of the setting being in Louisville is part of the package. You even get to see a speedboat chase, Grier in shootouts with gangsters(..not necessarily the most polished kind one might be accustomed to seeing in a Chicago or New York during this period in blaxploitation), lots of blood spurting from bullet-riddled bodies torn apart by gun-fire, and colorful characters(..such as a wimpy loan shark in pimp-dress named Walker and Pilot who is one of the least scary mobsters you are likely to see)who show up during the film, most having the misfortune of coming in contact with a very angry Sheba. The plot itself is nothing special, but Grier is always worth watching, and Girdler orchestrates plenty of action sequences to keep his target audience entertained. A modest success for Girdler, and one of his more accomplished films.",1,0,0.146608,0
"After two terrorist attacks in Europe, one in London and the other in Amsterdam, the prime suspect is the leader Al-Saleem (Alon Aboutboul). The CIA agent Roger Ferris (Leonardo DiCaprio) that operates in the Middle East is assigned by his superior at Langley Ed Hoffman (Russell Crowe) to keep a ""safe house"" in Amman under surveillance, and he associates to the Chief of Security in Jordan, Hani Salaam (Mark Strong). Roger does not disclose the whole operation to Hani, and it fails due to the intervention of Ed. Meanwhile Roger has feelings for the local nurse Aisha (Golshifteh Farahani) and he gets close to her family. When Roger plots another scheme to catch Al-Saleem using the innocent architect Omar Sadiki (Ali Suliman) as decoy to lure Al-Saleem, he jeopardizes not only the safety of Sadiki, but also Aisha that is kidnapped. After the execution of Sadiki, Roger tries to negotiate the release of Aisha with the terrorists and proposes to deliver himself to save the nurse.<br /><br />""Body of Lies"" is a disappointing pyrotechnical tour through Europe and Middle East despite the names of Ridley Scott, Leonardo DiCaprio and Russell Crowe. The IMDb User Rating indicates that there are many viewers that like this type of fast paced movie of espionage using high technology, satellites and all sort of lack of respect to the sovereignty of other nations in the name of oil that gives no time for thinking, but that is not my case. It is boring and ridiculous to see the fat Russell Crowe with a cell phone like a family man while his partner is risking his life in a dangerous operation. The rich character performed by Leonardo DiCaprio is poorly developed and in my opinion this great actor is miscast as an operative agent in Middle East due to his biotype. But the movie never explains his connections with the Middle East. The rescue of Roger Ferris alive is also very stupid and corny. My vote is four.<br /><br />Title (Brazil): ""Rede de Mentiras"" (""Network of Lies"")",0,0,0.02025496,1
"Director J.S. Cardone presents something a little scary and a little creepy, but nothing more. A widowed mother Karen Tunny(Lori Heuring)inherits a home in the Pennsylvania mountains; so she takes her two daughters and moves into the sprawling estate in what seems the middle of nowhere. But it is somewhere, somewhere ninety some odd years ago a tragic mining accident claimed the lives of numerous children who were forced to labor in the dark and dank. The area and especially the Tunny estate seems to be haunted by the spirits of the tiny little wicked souls. The legend is the screaming children come out in the moonlight to seek their revenge; and you better believe it. Also in the cast: Ben Cross, Scout Taylor-Compton, Chloe Moretz, Julie Rogers and Geoffrey Lewis.",0,0,0.02636222,1
"the acting is good.thats the positives out of the way! SOSN is shallow and superficial.Almost all the characters are middle class and English.The gay men are depicted as fickle sexual predators aiming to use children in their empty lives.This film could only appeal to people who know hampstead heath and would get minor satisfaction from pointing out any landmarks.There is no time to engage with the characters and has a result you really don,t care about them,Catherine Tate at the height of her comedic fame stars as a woman seeking a divorce from her husband and on screen for about the same time as her Nana sketches failed to convince,however if she had said ""what a f****** liberty"" i would have agreed <br /><br />I'd rather take a walk in the Park;unintelligent rubbish!",0,0,0.04740791,1
Those two main characters Erkan and Stefan are a munich comedy act. I was wondering if this is one of these typical slapstick movies where the story is either not important or simply not existing. But when I saw this movie I was very happy that there is a cool story and the main characters really fit in it.<br /><br />All in all very amusing and not a common german movie.,1,1,0.5212056,1
"If you have not heard of this film, it follows two Sudanese refugees from a refugee camp in Africa to America, where they convince themselves they will find success and riches. Life is harder than expected in the states, and this film beautifully captures the frustration felt when things are not going right. The lives are captured so well many moments seem scripted because they're so perfect. Whether it be on the job, at school, or the time in between, the two boys, Peter and Santino, are very honest with the filmmakers, and make some very thought-provoking comments about life in the states. It's one of the only documentaries I can recall that, when it ended, I wanted it to go on for another two hours. It might be difficult to find this movie cause it didn't get great distribution, but check your local ""art house"" or independent theater and give this one a go (side note, if you're reading this when it's already on video then definitely it's worth a rent). Rating: 28/40",1,1,0.66390544,1
"Harlan Knowles (Lance Henriksen) brings a group of people to a mountain to help find his missing daughter (Erica Durance). What they don't know is that she was killed by a sasquatch (Taras Kostyuk) and it's still out there... waiting for them.<br /><br />It was a late night when I poped this into my DVD player. I seriously wish I could go back in time and stop me. Most people will tell you that films like ""House of the Dead"" or ""S.I.C.K: Serial Insain Clown Killers"" will be the movies you wish you've never seen. Wrong. This will be.<br /><br />I've seen a lot of crap, but this is the only crap that's haunted me. How I wish I never watched this! The acting actually isn't so bad. It's just the writing and the directing and the pacing and everything! I am actually a fan of Sasquatch films. But not this one.<br /><br />Please, listen to my warning. Don't watch this!",0,0,0.037829112,1
"I don't mind the odd artsy film. But when they are larded with arcane symbolism and murky dialogue and when it's obvious they were done for the filmmaker's ego rather than the viewer's benefit, I get upset. I'm not a stupid person yet I simply didn't understand what this film was trying to say. Or do. Film is a magnificent form of human communication. Why do some filmmakers use it instead for obfuscation?",0,0,0.011571547,1
"I was expecting a lot from Mr.Amitabh Bachan's role of SARKAR, but am disappointed. Being a Ram Gopal Verma's direction i was not ready for this kind of a movie. Sarkar is supposed to be a strong character, but the movie shows that Amitabh is too dependent on others power rather than his. There is a movie in Tamil called Nayakan based on the theme of GOD FATHER and Kamala Hassan has played the lead. The movie is well directed and the power till the end remains in the hands of Kamala Hassan, not his son. Amitabh Bachan seems to be too helpless in the movie and he just accepts everything instead of changing things. The movie fails to show the strong impact of God Father.",0,0,0.03761277,1
"After recently seeing, Cry Uncle, by the same director, I decided to seek this out and am I glad I did!? This is an extraordinarily good film. Far, far better than it would seem likely given the ingredients. How many times have we had to suffer the embarrassment of someone playing a middle class Dad mixing it with the flower children aagh! And yet here thanks to a perfect script it is made believable. Not ideal, not good or bad but believable. Peter Boyle, as the working class, hippie and ni**er hater and Dennis Patrick as the uptight suit, play their respective parts immaculately and I can't remember ever seeing the two classes getting together like this without things getting sentimental. Susan Sarandon is effective as a hippie chick but doesn't have all that much to do in her first film. This is a truly, must see film capturing as it does that very short period in western and in particular US times when the counter culture was about to bust itself wide open.",1,1,0.94273514,1
"Whew! What can one say about this bizarre, stupefying mock-u-mentory about Ed Wood's cross-dressing fantasies?? Well, one word that comes to mind is incoherent! Wood uses raw slabs of innocuous, incidental stock footage, and then builds a ""story"" around them - and what a story!! Wood himself stars as Glen, a regular Joe who just happens to enjoy lounging around in his fiancee's lingerie and sweaters. I think what Wood wanted was a plea for tolerance for all the Glens of this world by showing that Glen is just like all of us underneath, only in angora. Ummm...ok. But then, we get this very bizarre montage of some horny devil, a chick in bondage, some rude, pointing people, some moore stock footage, and finally an emaciated Bela Lugusi,playing some kind of twisted, invalid Puppetmaster. Lugosi is a howl, spouting out such rubbish as ""Beeevaaare...the beeeg greeeen dragon that seeets at your doorstep: he eeeets leeetle boys, puppydog tails, and beeeeeg snails!"" Um, ok, Bela... :=8/ There is a strange, twisted type of Wood logic going on here. Afterall, he does remind us that ""7 out of 10 men wear hats, and 7 out of 10 men are bald"". Hmmm, must be that alien/cross-dressing/habidashery cowspiracy-thang!! Glen or Glenda stars a plethora (whatever that is...) of reliable Wood schlock-actors, including Lyle Talbot, Delores Fuller, and Timothy Farrell, and Wood manages to coax every bit of wretched, amateurish non-talent out of each one. Everybody by now knows Bela's sad story: by the time Wood used him for this flic, he was probably jonesing for another fix and needed the moolah, but even for him this is depth heretofore unreached. One of the MooCow's favorite Wood mooments comes with the stock footage charging buffalo scene - it is sooo loopily demented!! The MooCow says ""Puuuull de schtriiiiings"", and git yer hooves on a copy of Glen or Glenda - you won't believe it! :",0,0,0.055846833,1
"Others have harped here about James Stewart's age when playing Lindburg (he was 47 Linburg was twenty five.) But Stewart does not look his age and the film, for him was a dream come true. An actual pilot and a retired Air Force Reserve General at the end of his life, Stewart had the feel for the character and understanding of his passion, which other actors could not bring to the role. Added to the cast was co-star Murray Hamilton, who was also to be featured in ""The F.B.I. story with Stewart) and such other well known character actors as Richard Deacon, of the later ""Dick Van Dike Show"" and Robert Cornthwaite of ""The Thing from Another World"" the 1951 Sci-Fi classic.<br /><br />Billy Wilder captures the flavor of the Lindburg Autobiography and the telling of what was to become a major event in the history of aviation. This story and film are a testament to the soul of determination and perseverance to realize a dream. A box office failure at the time of it's release, it has since become one of the great classics of American Film and another in a long line of outstanding performances by an actor that has been called America's Everyman. No student of film history should miss seeing this one. There have been over 500,000 films since the beginning of motion pictures, and this one belongs among the top 500.",1,1,0.5689945,1
"I'm a huge Zack Allan fan and was disappointed that he only got one scene in the movie. This was also my favourite scene where he confiscates a character's weapons and directs her to Down Below. Unfortunately unlike Thirdspace & River of Souls, most of the action took place off station. I didn't care much for Garibaldi after the first three seasons and think Sheridan is okay but no Sinclair. I like Lochley but she only had limited screen time. If you like Crusade or space battles you should enjoy it. Personally I can only give it 1/10.",0,0,0.050900236,1
"This was a very brief episode that appeared in one of the ""Night Gallery"" show back in 1971. The episode starred Sue Lyon (of Lolita movie fame) and Joseph Campanella who play a baby sitter and a vampire, respectively. The vampire hires a baby sitter to watch his child (which appears to be some kind of werewolf or monster) while he goes out at night for blood. The baby sitter is totally oblivious to the vampire's appearance when she first sees him and only starts to put two and two together when she notices that he has no reflection in the mirror, has an odd collection of books in the library on the occult, and hears strange noises while the vampire goes to talk to the child. She realizes that the man who hired her may not be what she thought he was originally. She bolts out the door, the vampire comes out looking puzzled and the episode is over. I don't know what purpose it was to make such an abbreviated episode that lasted just 5 minutes. They should just have expanded the earlier episode by those same 5 minutes and skipped this one. A total wasted effort.",0,0,0.044483926,1
"Having broken into a secret database file for matching DNA serums,federal agent Frank Poo (Andy Garcia)discovers the only person who can save his son's life is a psychopath,played by Michael Keaton . However,when a serum transfer at the local hospital goes terribly wrong,a certain Mr.Poo has to do everything in his power to ensure the madman stays alive in order to make the inevitable transfer possible. By the way,his name is'nt really Poo,I just feel like calling it him. Despite the original concept at hand,this is an implausible and turgidly unexciting action thriller.I've never been a big fan of Andy Garcia,and granted his charecter here is'nt that attachable,this movie winds up all the worse.The action sequences are handled pretty disappointingly,and the ending sucks pretty bad. Having done a great villain in Pacific Heights,Keaton's psychopathic bad guy here is a let down,providing a madman too funny and charismatic to be deplored.Brian Cox is also wasted as Garcia's firm and frank superior.",0,0,0.059733327,1
"This film had all the ingredients of a good adventure movie, but it revealed incompetence at almost every level.<br /><br />The presence of Roger Moore in the cast list is usually a sign that the movie is not going to be anything more than mediocre, because Moore always has lead roles and he can't act. But this movie also had Ian Holm and Lee Marvin in it, and was based on a Wilbur smith book, so I thought I'd give it a chance when I saw the DVD for sale in the bargain bin...<br /><br />It was a mistake. The opening scene appeared to start in the middle of a reel, with sound suddenly appearing as if the first second of the soundtrack had been truncated. The scene showed a dreadnought at sea with a German crew. This bad editing was a sign of things to come, but the scene with the dreadnought was interesting enough to keep me watching. The special effects were good, and the crew wore the proper uniforms and spoke in German, indicating that the director at least paid attention to historical detail. I was surprised. <br /><br />So I kept watching, and then Moore appeared and my supicions were confirmed. Bad acting, clichéd lines, clichéd cinematography and cheap humour...but worst of all, there is a disastrous attempt to blend the light-hearted feel of the film with serious drama and tragedy. It just does not work.<br /><br />The film ends as suddenly and as badly as it started  in the middle of a reel.",0,0,0.03440254,1
"Can this really be a Troma movie? Some scenes almost have an ""A"" movie look. The acting is generally competent (the two leads and the nurse-surrogate were especially good, and I liked some of the confrontations between the young Capulets and Ques); the scenes were smoothly edited; the plot is coherent. It's funny. It has a hip, original sound track.<br /><br />It does have the usual Troma gross-outs and low humor, but I don't think Shakespeare would have minded so much. In fact, I think he might have gotten a few good laughs out of this.<br /><br />It's a good DVD. There is an alternate sound track with a very informative commentary by the director, several deleted scenes, and the usual collection of Troma self-deprecating silliness.<br /><br />I'm not going to tell you this was Citizen Kane, but it is some pretty inspired low-budget filmmaking.",1,1,0.92875654,1
This movie is one of the poorest adaptations of a fabulous book that I've seen. Jean George's novel is a fantastic book that I think is an outstanding read for any child. I can't give the same endorsement to this movie.,0,0,0.24465597,1
"I think I can safely say (without really giving anything away), that this movie had no robots in it. The guys in ""robot"" costumes didn't act or speak as such, and the evil entity behind the whole ""plot"" isn't a robot either.<br /><br />The whole thing looks like it was shot in a city park somewhere, with photos dropped in the background when the director needed a custom set. I can't even use words to describe the acting...<br /><br />This couldn't even offer the hilarious ending of ""Star Crystal"". In short, it is clearly one of the worst sci-fi movies of the 80's and I would be so bold as to say ""of all time"".",0,0,0.07192738,1
"One of my absolute favorite childhood films. The Chipmunk adventure packs incredible fun geared for young and old alike. The animation is lively and colorful and the film itself boasts some of the best songs ever put in an animated feature. Who could forget the dynamic ""Boys/Girls of Rock n' Roll"", the exciting ""Diamond Dolls"", and the heartrending ""My Mother""? <br /><br />This should be considered a nostalgic classic animated gem from the eighties. It's too bad they don't make them like this anymore. Most animated films today resort to violence, crude humor, or sentimental mush... except of course the folks from Pixar.<br /><br />BOTTOM LINE: An amazing and unforgettable adventure for all ages.",1,1,0.9748184,1
"My mom would not let me watch this film when I was in grade 2, because she said it was too violent. Well, years later, and the only reason I remember this film is because of my mom, I stayed up and watch it on PBS. Well, maybe the build up after all these year lead to the big disapointment of this film, but I found it lame. It did not age well, and this made the acting choppy, huge unbelievable holes in the script, but there is a few cool scenes like car chases, and a big gun fight. I will not stay up for this film again.",0,0,0.01968604,1
"This movie deals with the European ERASMUS exchange program but more generally about the European youth. It is so true , that I don't know Klapisch did to reach such a masterpiece... Definitely one of my top 5 movies. It reminds me of the famous song ""This is my life, my life, life is life..."" 10/10",1,1,0.96555203,1
"Beyond The Clouds is a hauntingly beautiful, elegiac work of art. The overall softness of the light that this movie is bathed in, makes you want to touch the screen. The autumnal mood conjured up could only been achieved by a director who has seen many summers of experience. Or, to put it another way, an old man. I know of no other movie that captures and uses the softness of light and seasonal mood with such ravishing quality as Beyond The Clouds. Nearly all the people in this film are beautiful, unless your idea of a beautiful woman is a pneumatic blond bimbo, that is. The dialogue doesn't really matter too much, not that there is much of it anyway, and as for storylines, forget it. Some films exist just as visual experiences, this is one of them. Don't bother if you want ""simple entertainment"",this not for you.<br /><br /> I could enthuse about the visual perfection of this movie for days, but I won't. If you are at all interested in cinematography, photography, film direction etc., watch this film.",1,1,0.90911436,1
"This movie could have been a lot better than it was, if hadn't been a Disney Film. I thought that the young girl playing Shirley was all right, you could tell that she was really trying to do the job right. The teenage Shirley Temple wasn't right at all. I think that they should have spent last time on her childhood, the first hour should have been about the young Shirley, then the last hour should have been about the older Shirley. This was a boring movie, and not a good Shirley Temple story.",0,0,0.16735698,1
"When one of the stars of a movie is named Sticky Fingaz, you should know enough to stay away. Stay away. HOUSE 2 is just more of the same, this time with zombies overrunning a college campus (man, how that must have saved on money). As usual, the ""zombies"" are given no direction so speak of, and provided very little makeup or costuming. They look like the zombies in one of those endless Italian zombie cheapies from years ago. Which is to say, they don't look like the kind of zombies we know and love from George Romero and Dan O'Bannon zombie flicks. The folks battling the zombies are all nonactors who get to shoot guns and do little else. Some who have written here feel the sequel is slightly more focused than the original. All I have to say is I'm glad the sequel's director did away with the 360-degree pan shots that helped to ruin the first movie. HOUSE 2 is still just more of the same, which means a lot of nothing happens for 80 or 90 minutes. There is one set piece, involving soldiers tussling with a zombie football team, that might at least have been funny. It's not.",0,0,0.01702736,1
"There have been several comments already on the site focusing on the ""prestige"" feel of the film - and there is a lot of heavy-weight talent on show: from Fiennes and Scott-Thomas to the magnificently rendered design and scoring, to the masterly direction. No wonder that Andrew Lloyd Webber's acceptance speech for ""Evita"" at that year's Oscars began ""Well, thank God that ""The English Patient"" had no songs in it."" Writing of Oscar winners takes me to Juliette Binoche, who, in a stellar cast, gives a beautiful performance. It is heartening to see that the dynamics which seem to influence the award for Best Actor (often going to showy pyrotechnic display) aren't at work in the female categories. Just as Emma Thompson's hugely well-deserved Oscar for her portrayal of Margaret Schlegel in ""Howard's End"" proved that one of the hardest things that an actor can do is make the portrayal of ""goodness"" involving, so Binoche's win proved that it could be that - and seriously sexy. Her performance in this terrific film is a thing of beauty.",1,1,0.8828519,1
"I just wanted to say that. I love Gheorghe Muresan, so I automatically loved this movie. Everything else about it was so-so... Billy Crystal is a good actor, even if he is annoying. But the thing that made this movie was- at least, for a basketball fan- seeing Gheorghe Muresan act.",1,1,0.96144253,1
"sdiner82 had clearly not seen the film in decades, and his memory is appalling. His attempts to paint the Mark Lester shaving scene as suspect are utterly erroneous, as are his incorrect comments about the bad guy ""sneaking peeks at the kid's body"". Lester is clothed for the entire time the man is in the room, and the man barely gives him a glance.<br /><br />The scene is a crude attempt to show Lester's innocent curiosity about the man's body.<br /><br />Like everything in this film, it's badly done, but nothing more.<br /><br />Even sdiner82's comments about Savalas' character who ""casually sent a German family to their deaths by nudging their trailer off a cliff"" is nonsense (it was a single woman, she was already dead, and she was in a car).<br /><br />I suggest that sdiner82's review says far, far more about his own, far from liberal mindset, than it does about this valueless film.<br /><br />The only reason I even bothered to look it up, was out of curiosity to see if it was made before or after Kojak.<br /><br />The film is a worthless piece of 70's trash, but sdiner82's review of it is the worst kind of slander. He wraps up his review in pseudo-intellectual ""facts"", but the only fact is that he is plain wrong on almost every ""factual"" matter he discusses.<br /><br />I can only assume that sdiner82 saw exactly what he looked for, which is disturbing. Now he can return to burning copies of Catcher in the Rye.",0,0,0.0077567985,1
"I saw this movie because it had a giant person and was labeled as a monster movie. I do not understand why it is called a monster movie. The movie is a drama. I was expecting a lot of destruction, but what did I get? Most of the movie was relationship problems and people thinking that a woman was a loony because she saw a spaceship crash with a giant inside for an unexplained reason. The action started a few minutes toward the end. Since the woman was killed, isn't that murder? Couldn't they have done anything else besides murder her? If you watch this because you expect it to have action because it is labeled as a monster movie, don't watch it. It is not a monster movie. It is a drama.",0,0,0.0069639967,1
"I hope the writer, director, editor, and composer (and let's not forget producer) read this... because their work was truly incredible on this movie. Let me start by saying that I am in no way affiliated with this movie. I am only a regular guy who has been a fan of this movie for about 12 years and have seen it about 8 times.<br /><br />Every second of this movie is touching. Every scene is classic. The acting is real. The movie is honest. You can relate to these characters as people, not actors.<br /><br />This tale follows three distinct killers at different stages in their lives. The story is carefully thought out and every sub-plot is intertwined and woven together, culminating in a message that leaves us pondering the values of right and wrong that each of us carries inside.<br /><br />Crispen Glover, Daniel Roebuck, Dennis Hopper, and Joshua John Miller (as a 12 year old boy) give absolutely amazing, real performances. I've seen this movie about 8 or more times and I still get so absorbed in their performances that I forget I am watching a movie. It's that good. Great job everyone who worked on this. Great job.<br /><br />The music is also wonderfully matched and haunting. With the chosen cast, the carefully timed editing and pacing, the mood and tone, and even the subject matter, the director made some of the best decisions for a movie I've ever seen.<br /><br />This movie is real. It's honest. It's a true movie experience which I will never forget. You may not be into the subject matter but it is something you cannot ignore. Ultimately, it's about people being people... and everyone can relate to that. I recommend this movie to fans of drama, suspense, and horror above almost every other film.",1,1,0.92520285,1
"Man I loved Ocean's 11.<br /><br />Smart movie. All eleven characters were crucial to the heist as each had their own specialised skill that was necessary to pull of the grand finale.<br /><br />What on earth was Oceans 12? What was the purpose of the twelfth person? I assume it's supposed to be Zeta-Jones but she wasn't really a part of the 11 as she was trying to trip them up and working against them the whole film?? It was more like the story of Brad and Zeta-Jones' characters boring relationship with some bits from the original movie thrown in just to get some bums on seats to watch the movie.<br /><br />With O-11, the gang were always a step ahead of Benedict (Garcia). They were always able to outsmart him. What happened here? He catches up with them after a tip-off and suddenly they're all wusses? The whole movie is so that they can raise the money they stole plus interest to repay back Benedict for the heist they pulled on him 3 years earlier. So next movie they're going to develop courage and brains again and get him back for making them pay him back for the first heist? Puh-lease...<br /><br />This movie could have been achieved with just Brad Pitt, Zeta-Jones and 5 mins of Matt Damon for the switcheroo scene.<br /><br />Slow moving movie, not the energy of the first one. I tried hard to like it and I'm usually very easy to please but I'm really disappointed.<br /><br />SPOILER!!! The twist - the whole movie didn't need to have been made as the real heist was done before everything you just saw over the past 2 hours.<br /><br />END SPOILER.<br /><br />Wait until it comes on TV or if you're a fan of the original from 2001 please don't watch this.",0,1,0.83030355,0
"A lot of people are flaming this film for the presence of Paris Hilton, but this is not a fair reason to object to the movie. The reality is that Paris has a fairly minimal part, she spends the vast majority of the movie off screen. The film also makes fun of her on several occasions, usually involving a camera and at least once in night vision. For those who enjoy Paris Hiltons stage presence, this may be a movie to see at home when its released on video, because at the screening I was at, we all laughed at her misfortunes through the movie and she is portrayed as a ""woman of questionable values"".<br /><br />The movie itself was pretty good (unlike the recent flood of weak horror flicks), it has everything a good horror should; a creepy villain, excessive violence, acts which make that average person cringe...this movie hit all the bases. It is definitely worth a watch.",1,0,0.13214467,0
"If I assume that you know what this film is about, I am also forced to assume that you've come to this review knowing that you will probably watch it regardless of what I say. If all this rings true - read on - you are likely to find some consonance with at least part of this review. If you're undecided, or not really entirely certain what happened in the late '70s and early '80s in the urban and suburban youth music culture, you should probably read one of the reviews which pretends to be objective instead.<br /><br />Although I didn't grow up in California, the American punk scene was the first music scene I ever truly lived in. At the height of the hardcore I was immersed in from about 1979-1981 everybody had a band and the only common denominators between bands and indeed members of their audiences were:<br /><br />* the rejection of conformity<br /><br />* tolerance and enjoyment of difference<br /><br />* a desire to have fun - hard and fast<br /><br />Hairstyles, politics, dislike of authority figures, and violent slam-dancing were not integral to what I experienced, though there were certainly cliques or factions who tended to be intolerant of those who did not dress, speak or act ""punk"" enough. And there was often a certain amount of unearned credit extended from some of these cliques to those who tried really hard to live down to the fascistic paradigm of anarchic, self mutilating, angry young cop-haters. <br /><br />Although the interviews with audience punks in Penelope Spheeris' excellent Cal-Punk documentary ""Decline of Western Civilization"" present a very narrow view of the subculture some of us enjoyed, the interviews with the bands, club owners, promoters and even the security people are much more representative of at least my own perspective and memories of 'the scene'. nevertheless, it is possible for those who approach this with prejudices about what punk is to experience this film without having their preconceptions challenged. Unfortunate as this is, the blame for it rests solely with those who promote, believe in or feel comfortable with stereotypes - Not the film-makers. Don't blame the messenger. <br /><br />The music presented here is not going to be for everybody - nor even most. It's not the most crude stuff out there, but it's loud, obnoxious, fast, and less concerned with technique than with raw energy. <br /><br />For me, seeing early Black Flag with Ron Reyes singing, X, Fear and the Circle Jerks was worth far more than the cost of this hard to obtain film. As much as I like The Germs, seeing Darby Crash for the mess - and the nice guy - that he was left me a bit cold. Nevertheless, the scenes of Darby playing with his pet tarantula while ""Shut Down"" droned on and on in the background were precious. The X interview is also great. <br /><br />Spheeris' straightforward documentary style is supplemented by wild pans and zooms during the musical segments. During the interviews, framing is used very nicely to provide context for whatever is being said. Considering her experience and the budget, Spheeris did as well as anybody could have with this film.<br /><br />Recommended for those who appreciate what this film is actually about, and for those who have forgotten those few years of fun, honest, direction-less rebellion before Amaerican punk was co-opted into yet another flow within the musical mainstream and the stereotypes became more important than the basic philosophy.",1,0,0.1424632,0
"I bought the video for £13 at HMV (we pay more in Britain) as a friend had told me it was highly rated and the reviews on this site were generally impressive.<br /><br />I have to say that the opening credits were a let down...the dancing/music not very powerful.<br /><br />The car ride and unexpected crash just as the lady passenger was going to be harmed was a nice touch,..something unexpected...though the way she walked away from the car with hair perfectly groomed and still carrying a handbag looked corny for most Directors ..but for Lynch was something else.<br /><br />Her dazed walking around after such a shock was enhanced by a regular low noise similar to fingers scraping along a blackboard; I thought another Lynch master touch perhaps portraying the demons gnawing into her shocked and traumatised self conscious. After a while this noise became somewhat annoying and on further investigation I discovered the new video cassette squeaked.<br /><br />I dont know whether this squeak took away a lot of my enjoyment but this movie became a waste of time.(and money)<br /><br />The two female characters had some presence and the lesbian scenes were fair enough, though predictable. There were no male characters of any merit and apart from a few vaguely good scenes (the hoover switching on )there were far too many dreadful scenes that were plain weak and ridiculous. Eg, the coffee being spat into the napkin by the menacing loon and the silly monster face at the back of the diner. Oh and what about the paint in the wifes jewels..boring and naff.<br /><br />This whole film gives you the feel of the failed genius..you know when you listen to the worst Dylan track ever and think my God that was embarrassing....was that really Bob?<br /><br />The whole feel is that of a failed TV movie , badly put together with a few (not many) extra bits to give it a 15 rating.<br /><br />I whizzed it on during the last 30 minutes .<br /><br />Do I give it another chance and watch again. If I want to be puzzled and work hard at understanding a film I will watch Frank Woods Guide to Consolidated Accounting.<br /><br />Lynch did one classic ..Blue Velvet and Straight Story was nice.<br /><br />This, like Wild at Heart, was a let down ; his weirdness is now predictable and stale. Anybody want to buy a 2nd hand video?<br /><br />Make way for some younger original talent, David.<br /><br />Four out of Ten (and no more). Sorry.",0,0,0.46631265,1
"""MirrorMask"" was a terribly disappointing film for me. I had expected much from a Jim Henson production and had found favourable reviews comparing it to ""The Labyrinth"" and ""Alice In Wonderland"". Unfortunately, the film ended up in one of those ""style over substance"" pile of movies.<br /><br />Whereas most kids dream about running away from home to join a circus, Helena is a kid who has grown up in a circus (child labour, anyone?) who wishes to run away to join Real Life. Helena wishes that her mother drop dead, which is a bad move for a spoiled brat with a princess complex in a kid's fantasy movie. Next thing you know, Helena's mother flops over, and for some reason, she is suddenly transported to another world.<br /><br />Meanwhile, I felt as if I was transported to the Museum of Contemporary Art with a pair of foggy sepia-tinted glasses.<br /><br />The showcase of CGI-generated creatures and backdrop was interesting at first, and I liked the Orbiting Giants. It got a little too tiresome after a few minutes though, and I felt my mind wandering ...<br /><br />With no sense of narrative and MTV-style clips and soundtrack (the sphinxes reminded me of Basement Jaxx's ""Where's Your Head At""), I did not feel involved in the plight of the protagonist and also frustrated, as we waited for the film to lead us wherever it wanted, hopefully towards the ""Exit"" signs of the theatre ...",0,0,0.016792396,1
